window_id,start_index,end_index,start_time,end_time,alpha_q,alpha_r,gps_updates,has_gps,mean_nis,position_mae,velocity_mae,heading_mae_deg
600,30000,30049,2999.999999998367,3004.899999998367,3.0,20.0,1,1,1.0241756180271724,3.13365478907539,0.8605848388537832,9.476589188958297
601,30050,30099,3004.9999999983625,3009.8999999983625,0.1,1.0,0,0,,3.74294223555806,1.0314527988239095,10.929663646664164
602,30100,30149,3009.999999998358,3014.899999998358,0.1,0.1,1,1,18.678307506204103,2.985468818522817,1.9459654862305735,30.688059402045205
603,30150,30199,3014.9999999983534,3019.8999999983535,0.1,1.0,0,0,,2.937607114942685,1.823421157321432,3.331103460028537
604,30200,30249,3019.999999998349,3024.899999998349,0.1,30.0,1,1,1.1392020538690666,0.8235350975944616,0.3889134386286377,1.4378862647398074
605,30250,30299,3024.9999999983443,3029.8999999983444,0.1,1.0,0,0,,2.3189032752599243,0.2104890643450087,6.122263515517033
606,30300,30349,3029.99999999834,3034.8999999983403,0.1,20.0,1,1,1.9744963051044335,1.3816295785590058,0.1062284604266213,2.4469834111225364
607,30350,30399,3034.999999998335,3039.8999999983353,0.1,1.0,0,0,,1.8043619326284737,0.1601500712597119,4.239872096850633
608,30400,30449,3039.9999999983306,3044.8999999983307,0.1,30.0,1,1,1.1878269029881583,1.4495519047470544,0.3537035139736727,2.4969751505697446
609,30450,30499,3044.999999998326,3049.899999998326,0.1,10.0,1,1,3.563975086716001,1.790555665824166,0.2662872267853727,5.445155435322301
610,30500,30549,3049.999999998321,3054.899999998321,0.1,1.0,0,0,,1.7786019659723455,0.2105724446149642,3.513022008653065
611,30550,30599,3054.999999998317,3059.899999998317,0.1,10.0,1,1,4.381366272507811,1.2898172909745396,0.2032052513909253,2.041946392045534
612,30600,30649,3059.9999999983124,3064.8999999983125,0.1,1.0,0,0,,1.1599505226847486,0.4241722124595392,6.20818445690224
613,30650,30699,3064.999999998308,3069.899999998308,0.1,3.0,1,1,10.765203448814312,9.387160461704806,0.7494612373669837,35.329812725285066
614,30700,30749,3069.999999998304,3074.899999998304,0.1,1.0,0,0,,7.311087210553325,0.3682718232548703,17.04003744379212
615,30750,30799,3074.999999998299,3079.899999998299,0.7,10.0,1,1,2.6604592239924467,3.209214820026129,0.2178184990274499,12.57156576674162
616,30800,30849,3079.9999999982942,3084.8999999982943,0.2,30.0,1,1,0.7699663107029229,0.8181505485453474,0.1554716394908198,1.3520728655075578
617,30850,30899,3084.9999999982897,3089.89999999829,0.1,1.0,0,0,,2.712585154174094,0.8188613322213001,4.69436015079633
618,30900,30949,3089.999999998285,3094.8999999982852,30.0,3.0,1,1,0.0413683821588225,3.5619759634675807,1.8634109077751413,16.239529161424674
619,30950,30999,3094.9999999982806,3099.8999999982807,0.1,1.0,0,0,,0.3572710379942183,0.0796146859015045,2.376028223810596
620,31000,31049,3099.999999998276,3104.899999998276,0.1,1.0,0,0,,0.3292135936814335,0.0982517453210715,0.3726125119215864
621,31050,31099,3104.9999999982715,3109.8999999982716,0.1,1.0,0,0,,0.1471488100636613,0.031155379345777,0.9527042601633922
622,31100,31149,3109.999999998267,3114.899999998267,0.1,1.0,0,0,,0.060569069221226,0.0074969102782131,1.5975905476675276
623,31150,31199,3114.9999999982624,3119.8999999982625,0.1,1.0,0,0,,0.074718842993174,0.0096999794361293,1.3139571882578922
624,31200,31249,3119.999999998258,3124.899999998258,0.1,1.0,0,0,,0.0534317653877731,0.0120190460414595,1.0822512920828231
625,31250,31299,3124.9999999982533,3129.8999999982534,0.1,1.0,0,0,,0.1109241953584851,0.0101954989077237,0.9269114737568536
626,31300,31349,3129.9999999982488,3134.899999998249,0.1,1.0,0,0,,0.1417520416343576,0.010082607646115,0.9792508208879682
627,31350,31399,3134.999999998244,3139.8999999982443,0.1,1.0,0,0,,0.1358960746376183,0.010758669564241,1.570171954832984
628,31400,31449,3139.99999999824,3144.89999999824,0.1,1.0,0,0,,0.1404630559481396,0.0115035322411297,0.8218510570027833
629,31450,31499,3144.999999998235,3149.899999998235,0.1,1.0,0,0,,0.1308105156543439,0.0117489728203663,1.234766454137188
630,31500,31549,3149.9999999982306,3154.8999999982307,0.1,1.0,0,0,,0.1278059832700629,0.0100620433382253,1.1985268313258646
631,31550,31599,3154.999999998226,3159.899999998226,0.1,1.0,0,0,,0.1244578255439545,0.0123566530798059,2.01804702300494
632,31600,31649,3159.999999998221,3164.899999998221,0.1,1.0,0,0,,0.118315953285382,0.0099590451370147,1.512036544611456
633,31650,31699,3164.999999998217,3169.899999998217,0.1,1.0,0,0,,0.0785761459074741,0.0534762771280392,41.98562505903987
634,31700,31749,3169.9999999982124,3174.8999999982125,0.1,1.0,0,0,,0.1497089003890565,0.0099735919540409,2.121459833201899
635,31750,31799,3174.999999998208,3179.899999998208,0.1,1.0,0,0,,0.1476827958578138,0.0100074735322814,1.856220614364024
636,31800,31849,3179.999999998204,3184.8999999982043,0.1,1.0,0,0,,0.1150239983296304,0.0147762479102576,1.5562844753527008
637,31850,31899,3184.9999999981987,3189.899999998199,0.1,1.0,0,0,,0.0577684019982584,0.0083990611788689,2.144563934805206
638,31900,31949,3189.999999998194,3194.8999999981943,0.1,1.0,0,0,,0.0116268759090078,0.0096024870602453,1.5742925800419234
639,31950,31999,3194.9999999981897,3199.8999999981897,0.1,1.0,0,0,,0.0141212373646938,0.0128390494281267,1.2295271705883248
640,32000,32049,3199.999999998185,3204.899999998185,0.1,1.0,0,0,,0.0164915253494508,0.0108811781742296,1.5560674741168523
641,32050,32099,3204.999999998181,3209.899999998181,0.1,1.0,0,0,,0.0247784413644359,0.011274477362013,1.2370087249432908
642,32100,32149,3209.999999998176,3214.899999998176,0.1,1.0,0,0,,0.0250075357208007,0.0097469614860291,2.5786836343135238
643,32150,32199,3214.9999999981715,3219.8999999981716,0.1,1.0,0,0,,0.0245173280455437,0.020650421594283,15.735262355836342
644,32200,32249,3219.999999998167,3224.899999998167,5.0,20.0,1,1,0.1630723978027051,1.1760401895634387,1.554053103863484,7.561454740200885
645,32250,32299,3224.9999999981624,3229.8999999981625,0.1,1.0,0,0,,2.6997052601140066,0.6142159691584409,9.97041666729961
646,32300,32349,3229.999999998158,3234.899999998158,30.0,0.1,1,1,0.531562172651943,5.504953416475242,1.7143333608515885,105.71937948978076
647,32350,32399,3234.9999999981533,3239.8999999981534,0.1,1.0,0,0,,6.393405059811639,2.47214235808348,22.881219044461577
648,32400,32449,3239.9999999981487,3244.899999998149,0.1,30.0,1,1,0.800304729724034,4.499975317766747,2.2119219033710773,5.481607918734557
649,32450,32499,3244.999999998144,3249.8999999981443,0.1,1.0,0,0,,11.187080203882644,4.197220094871127,33.35847458470858
650,32500,32549,3249.99999999814,3254.89999999814,0.1,30.0,1,1,0.5400572326995272,17.01224721984394,2.639773071108998,62.13874487627199
651,32550,32599,3254.999999998135,3259.899999998135,0.1,20.0,1,1,2.372595215207896,2.0955148712614657,0.6957100217819415,5.895963185041691
652,32600,32649,3259.9999999981305,3264.8999999981306,0.1,1.0,0,0,,6.377598660658768,0.3105664983052247,15.093476525805732
653,32650,32699,3264.999999998126,3269.899999998126,0.1,7.0,1,1,7.825007594892519,3.54993212337612,0.3753613747070243,9.760818380988312
654,32700,32749,3269.999999998121,3274.899999998121,0.1,1.0,0,0,,5.558448191482711,0.5372735035106977,9.27722575629764
655,32750,32799,3274.999999998117,3279.899999998117,0.1,3.0,1,1,19.68370804608179,8.482921128175574,1.3033448646529822,34.23486433627979
